acronym_,expansion,id,text
DA,data augmentation,TR-42830,"Multiple Classification based NID*[t ] ML based 4-class NID with SVM(Mean Std - Dev Percent ) * 6p1.5 cm p2.0 cm c c c c 0em 1lCategory & 1lNID Model Name & 1cAccuracy & 1cPrecision & 1cRecall & 1cF1-Score 0em 0em 3*NORMAL & NID - SVM & 76.30 0.01 & 75.91 0.01 & 98.69 0.02 & 85.81 0.01 & NID - PGM - SVM & 76.16 0.08 & 75.90 0.03 & 98.41 0.11 & 85.70 0.06 & NID - DA - SVM & 82.87 0.17 & 98.39 0.20 & 77.68 0.32 & 86.82 0.16 0em 0em 3*DOS & NID - SVM & 94.00 0.01 & 93.35 1.15 & 25.34 0.16 & 39.86 0.10 & NID - PGM - SVM & 93.84 0.10 & 86.98 2.63 & 25.33 0.49 & 39.23 0.80 & NID - DA - SVM & 99.48 0.05 & 94.09 0.58 & 99.70 0.06 & 96.81 0.29 0em 0em 3*PROBE & NID - SVM & 98.82 0.02 & 68.54 0.43 & 83.27 0.53 & 75.19 0.37 & NID - PGM - SVM & 98.80 0.02 & 67.39 0.31 & 85.89 0.38 & 75.53 0.30 & NID - DA - SVM & 99.32 0.04 & 88.70 0.88 & 78.13 1.85 & 83.07 1.00 0em 0em 3*R2L & NID - SVM & 83.43 0.01 & 97.91 0.64 & 4.83 0.02 & 9.20 0.04 & NID - PGM - SVM & 83.34 0.05 & 94.15 5.15 & 4.51 0.02 & 8.60 0.04 & NID - DA - SVM & 83.74 0.19 & 51.75 0.31 & 96.57 0.66 & 67.38 0.23 0em * [ t ] DL based 4-class NID with DNN(Mean Std - Dev Percent ) * 6p1.5 cm p2.0 cm c c c c 0em 1lCategory & 1lNID Model Name & 1cAccuracy & 1cPrecision & 1cRecall & 1cF1-Score 0em 0em 3*NORMAL & NID - DNN & 77.15 3.22 & 76.5 2.81 & 99.15 0.51 & 86.33 1.64 & NID - PGM - DNN & 83.17 1.40 & 81.58 1.31 & 99.26 0.37 & 89.55 0.76 & NID - DA - DNN & 87.96 0.12 & 86.95 0.28 & 98.15 0.61 & 92.21 0.11 0em 0em 3*DOS & NID - DNN & 93.81 2.94 & 89.70 6.58 & 23.55 9.17 & 27.72 7.37 & NID - PGM - DNN & 99.04 0.22 & 97.84 3.73 & 89.97 0.98 & 93.7 1.34 & NID - DA - DNN & 99.59 0.08 & 97.14 1.36 & 97.65 0.40 & 97.39 0.52 0em 0em 3*PROBE & NID - DNN & 98.92 0.31 & 74.54 1.93 & 81.49 8.26 & 76.79 3.29 & NID - PGM - DNN & 98.40 0.07 & 64.93 1.90 & 55.84 7.72 & 59.78 3.86 & NID - DA - DNN & 99.05 0.07 & 75.27 1.24 & 83.47 4.52 & 79.11 2.17 0em 0em 3*R2L & NID - DNN & 83.90 2.72 & 58.99 3.87 & 7.55 5.81 & 11.28 3.13 & NID - PGM - DNN & 84.90 1.26 & 88.45 5.67 & 13.92 7.48 & 23.60 2.57 & NID - DA - DNN & 89.09 0.10 & 92.17 4.86 & 40.97 1.82 & 56.64 0.92 0em In order to verify the performance of the DA module on enhancing the existing learning based IDSs , we have undertaken multi - class based NID experiments ."
BU,bottom - up,TR-42971,"To model this , the incoming presynaptic activities are transformed as following before they make up the afferent input via the respective receptive field of a unit : equationeq : forwardInhalignedp^pre_i = p^pre_i - 1 K _ j^K p^pre_j , & pre BU , LAT , TD I^Source = _ i^K w^Source_i p^pre_i , & Source BU , LAT , TD , alignedequationwhere stands for raw presynaptic activity , is the presynaptic activity transformed by forward inhibition , is the total number of incoming synapses of a certain origin , the weights constitute the receptive field and designates the final computed value of the afferent input from the respective origin ."
LDA,linear discriminant analysis,TR-43075,"In particular , LDA looks for the directions that are most effective for discrimination by minimizing the ratio between the intra - category ( ) and inter - category ( ) scatters : where is the number of super - pixels in all training images , is the number of categories , is the number of super - pixels for the -th category , , , is the feature vector of one training super - pixel , is the category label of the -th super - pixel in the training images , is the mean of feature vector of training super - pixels , and is the mean of the -th category ."
ANN,artificial neural network,TR-43151,"tab : litreviewtabularl l l l l l l lReference & Year & Knowledge- & Experience- & Data- & Model- & Hybrid & Other methods & & based & based & Driven & based & & luo2003model & 2003 & & & & & & schwabacher2005survey & 2005 & & & & & & jardine2006review & 2006 & & & & & & AI lee2006intelligent & 2006 & & & & & & goh2006review & 2006 & & & & & & kothamasu2009system & 2006 & & & & & & Reliability , Stochasticcoble2008prognostic & 2008 & & & & & & Stress and effects - based heng2009rotating & 2009 & & & & & & sikorska2011prognostic & 2011 & & & & & & Life Expectancy , ANN si2011remaining & 2011 & & & & & & ahmadzadeh2014remaining & 2014 & & & & & & tsui2015prognostics & 2014 & & & & & & SA , Stochastic , ANNtsui2015prognostics & 2015 & & & & & & tabulartabletable[htbp ! ]"
RRC,rank residual constraint,TR-43168,"a ) Original image ; ( b ) JPEG compressed image ( PSNR = 28.00dB , SSIM = 0.7551 ) ; ( c ) SA - DCT ( PSNR = 28.97dB , SSIM = 0.7789 ) ; ( d ) PC - LRM ( PSNR = 28.97dB , SSIM = 0.7739 ) ; ( e ) ANCE ( PSNR = 29.05dB , SSIM = 0.7852 ) ; ( f ) WNNM ( PSNR = 28.90dB , SSIM = 0.7684 ) ; ( g ) CONCOLOR ( PSNR = 28.97dB , SSIM = 0.7833 ) ; ( h ) SSR - QC ( PSNR = 28.92dB , SSIM = 0.7810 ) ; ( i ) LERaG ( PSNR = 28.97dB , SSIM = 0.7865 ) ; ( j ) RRC ( PSNR = 29.14dB , SSIM = 0.7997 ) ."
DBP,discrete base problem,TR-43293,"htbp ] @XXXXXX Dataset & k & Asso & & NaiveCol & topFiberMChess & 1 & 0.497 & 0.447 & 0.119 & 0.610 & 2 & 0.574 & 0.506 & 0.177 & 0.625 & 5 & 0.628 & 0.621 & 0.323 & 0.667 & 10 & 0.703 & 0.710 & 0.461 & 0.724 DBLP & 1 & 0.111 & 0.131 & 0.111 & 0.187 & 2 & 0.217 & 0.238 & 0.217 & 0.293 & 5 & 0.475 & 0.468 & 0.475 & 0.495 & 10 & 0.738 & 0.692 & 0.738 & 0.738Firewall 1 & 1 & 0.726 & 0.688 & 0.651 & 0.724 & 2 & 0.818 & 0.841 & 0.804 & 0.847 & 5 & 0.908 & 0.951 & 0.932 & 0.953 & 10 & 0.917 & 0.979 & 0.976 & 0.980 Mushroom & 1 & 0.226 & 0.131 & 0.129 & 0.253 & 2 & 0.323 & 0.235 & 0.234 & 0.305 & 5 & 0.461 & 0.504 & 0.398 & 0.425 & 10 & 0.555 & 0.613 & 0.512 & 0.522 Paleo & 1 & 0.027 & 0.027 & 0.027 & 0.027 & 2 & 0.047 & 0.047 & 0.047 & 0.049 & 5 & 0.105 & 0.106 & 0.105 & 0.106 & 10 & 0.182 & 0.181 & 0.182 & 0.182Count best & & 5 & 4 & 3 & 16 Coverage of low ranks ( DBP view ) , bold values are the best in row ."
PBS,primary base station,TR-43388,"These signals are respectively given aswhere and are the channel vector between the PBS and the th PU and that between the CBS and the th PU in the th cluster , respectively ; and denote the channel vector between the PBS and the th SU and that between the CBS and the th SU , respectively ; and are the channel vector between the PBS and the th EHR and that between the CBS and the th EHR in the th cluster , respectively ; and represent the channel vector between the PBS and the th EHR and that between the CBS and the th EHR in the secondary network , respectively ."
HPC,high performance computing,TR-43525,"adjustboxmax width= tabularc c c c c c c c c Name & Nodes & Number of Nodes & CPUs & RAM & Network Topology & Scheduler and Resource Manager & parallelfile system SDSC Comet & Compute & 6400 & 2 Intel Xeon ( E5 - 2680v3 ) 12 cores / CPU , 2.5 GHz & 128 GB DDR4 DRAM & 56 Gbps IB & SLURM & Lustre PSC Bridges & RSM & 752 & 2 Intel Haswell ( E5 - 2695 v3 ) 14 cores / CPU , 2.3 GHz & 128 GB , DDR4 - 2133MHz & 12.37 Gbps OPA & SLURM & Lustre LSU SuperMIC & Standard & 360 & 2 Intel Ivy Bridge ( E5 - 2680 ) 10 cores / CPU , 2.8 GHz & 64 GB , DDR3 - 1866MHz & 56 Gbps IB & PBS & Lustre tabular adjustbox [ Configuration of HPC resources ] Configuration of the HPC resources that were benchmarked ."
RS,rate - selective,TR-43729,"OP : Using the expressions given by Eq : OP_FSDF_Difm and Eq : OP_FSDF_Equalm over INID and IID Nakagami- fading channels , respectively , with integer fading parameters , the end - to - end OP of pure RS is easily obtained asFor rate - selective RS , a closed - form expression for over INID Nakagami- fading with arbitrary 's can be easily obtained by substituting Eq : Gamma_CDF and Eq : CDF_gbest_SD_Distinct_C to , yieldingASEP : Following the MGF - based approach and using the expressions for pure RS given by Eq : MGF_end_Final and Eq : MGF_end_Final_Equalm over INID and IID Nakagami- fading channels , respectively , with integer fading parameters , the ASEP of several modulation formats for pure RS can be easily calculated ."
FTE,foveal tilt effects,TR-43737,"the edge maps at fine to medium scales with the overlayed Hough lines are shown in [ fig : B5]Figs to [ fig : B7]. We show the mean tilt angles measured in the DoG edge maps across multiple scales in [ appendix : AppxC]Appendix C.figuresectionC. Quantitative mean tiltsThe absolute mean tilts and the standard errors of detected tilt angles for the Cafe Wall variations tested are provided here in Figs [ fig:]Figs and [ fig : C2]. For the ' foveal tilt effect ' ( FTE , explained in [ sec:3.1.1]Sections and [ sec:3.1.2]Section ) , we used the near horizontal mean tilts at scale 4 , and reflected these values to [ fig:6]Fig ."
CT,computed tomography,TR-43797,figure [ ht ] center minipage0.15 ./fig / snapshot0001new3.png minipage minipage0.15 ./fig / snapshot0011new3.png minipage minipage0.15 ./fig / snapshot0041new3.png minipage minipage0.15 ./fig / snapshot0091new3.png minipage minipage0.15 ./fig / snapshot0002new3.png minipage minipage0.15 ./fig / snapshot0012new3.png minipage minipage0.15 ./fig / snapshot0042new3.png minipage minipage0.15 ./fig / snapshot0092new3.png minipage minipage0.15 ./fig / snapshot0004new.png minipage minipage0.15 ./fig / snapshot0014new.png minipage minipage0.15 ./fig / snapshot0044new.png minipage minipage0.15 ./fig / snapshot0094new.png minipage minipage0.15 ./fig / snapshot0005new2.png minipage minipage0.15 ./fig / snapshot0015new2.png minipage minipage0.15 ./fig / snapshot0045new2.png minipage minipage0.15 ./fig / snapshot0095new2.png minipage minipage0.15 ./fig / snapshot0007new.png minipage minipage0.15 ./fig / snapshot0017new.png minipage minipage0.15 ./fig / snapshot0047new.png minipage minipage0.15 ./fig / snapshot0097new.png minipage minipage0.15 ./fig / snapshot0008new2.png minipage minipage0.15 ./fig / snapshot0018new2.png minipage minipage0.15 ./fig / snapshot0048new2.png minipage minipage0.15 ./fig / snapshot0098new2.png minipage center 5fig : vis1 Visualizations on four test CT images .
MPI,multiple parallel instances,TR-43812,sidewaystable[hp]adjustboxmax width = tabularc c c c c c c c c c c c 10r ( r)5 - 12 Cluster & Gather & File Access & Time & Serial & tabularc Comet : 24 Bridges : 24 SuperMIC : 20 tabular & tabularc Comet : 48 Bridges : 48 SuperMIC : 40 tabular & tabularc Comet : 72 Bridges : 60 SuperMIC : 80 tabular & tabularc Comet : 96 Bridges : 78 tabular & tabularc Comet : 144 Bridges : 84 SuperMIC : 160tabular & Comet : 192 & tabularc Comet : 384 SuperMIC : 320tabular Comet & MPI & Single & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & - & - & - Bridges & MPI & Single & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & - & - & - SuperMIC & MPI & Single & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & tabularc tabular & - & - Comet & GA & Single & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & - & - & - Comet & MPI & Splitting & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - SuperMIC & MPI & Splitting & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & tabularc tabular & - & - Comet & GA & Splitting & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - SuperMIC & GA & Splitting & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & tabularc tabular & - & - Comet & MPI & PHDF5 & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular Bridges & MPI & PHDF5 & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & - SuperMIC & MPI & PHDF5 & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & tabularc tabular & - & tabularc tabular tabularadjustboxComparison of the compute and I / O scaling for different test cases and number of processes .
NC,node classification,TR-43829,"The reasons for these observations could be : 1 ) DMF and DeepWalk are both network methods and differ only in one aspect - they are different types of methods ( RS versus NC ) ; 2 ) DeepWalk and the non - network method both use the logistic regression to make predictions and differ only in one aspect - DeepWalk uses network features while the non - network method does not ; and 3 ) DMF differs from the non - network method in two ways : the former is a network method and it does not use logistic regression to make predictions , while the latter is a non - network method that uses logistic regression ."
MER,maximum entropy regularizer,TR-43937,"tabularcccccccccUnit ( ) & Accuracy & A10 & F10 & I10 & SDF10 & SDI10 & & Baseline & 62.640.26 & 64.400.29 & 0.210.32 & 25.010.33 & 10.170.36 & 18.800.31 & 6.490.10 & 8.420.11 w/o MER , DOS & 68.320.09 & 67.160.42 & 1.590.37 & 16.030.28 & 5.960.27 & 20.250.46 & 3.720.11 & 9.690.13 w/o DOS & 70.070.19 & 70.420.07 & 0.310.16 & 12.780.18 & 5.510.18 & 16.610.55 & 3.170.05 & 8.550.13 w/o MER & 69.650.18 & 70.410.21 & -0.140.35 & 13.290.15 & 5.380.05 & 16.710.46 & 3.560.08 & 8.190.12 ( Full Model ) & 72.510.17 & 73.350.35 & 0.130.16 & 9.680.44 & 5.050.10 & 13.140.28 & 2.960.06 & 6.550.26 tabularAblation Study ."
DI,direct inspection,TR-43969,"Finding the optimal policy corresponds to solve the following optimization problem [ v01]Resources to sense[v02]Resources to sense at time [ v03]Type I error probabilities[v04]Type II error probabilities[v05]Sensing matrix[v06]Mixing coefficients at time [ v07]Tests for resource [ v08]Cycle for a single test[v09]Set of cycles[v10]Test thresholds[v11]Decision rules[v12]Set of edges[v13]Observations ' distribution parameter[v14]Time horizon[v15]Number of designed tests[v16]Maximum number of mixed sub - bands per test[v17]Resources[v18]Average received noise power[v19]Probability of declaring given [ v20]Reward for resource [ v21]Penalty for resource [ v22]Resources ' binary state[v23]Average received signal power[v24]Observation[v25]Resources ' prior beliefDynamic Design of Sensing MatricesDirect Inspection ( DI ) caseIn the DI case , we limit to have only one non - zero entry , i.e. , ."
PSC,pittsburgh supercomputing center,TR-43992,figure[!htb ] subfigure.4 figures / main - RMSD - t_total - Bridges.pdf Scaling total fig : MPIscaling - Bridges subfigure subfigure.4 figures / main - RMSD - speed_up - Bridges.pdf Speed - up fig : MPIspeedup - Bridges subfigure subfigure.4 figures / main - RMSD - time_comp_IO_comparison - Bridges.pdf format = hang Scaling for different components fig : ScalingComputeIO - Bridges subfigure subfigure .5 figures / main - RMSD - BarPlot - rank - comparison_72_4-Bridges.pdf format = hang Time comparison on different parts of the calculations per MPI rank ( example ) fig : MPIranks - Bridges subfigure PSC Bridges : Performance of the RMSD task .
DA,dialogue acts,TR-44075,table*[t]tab : LSTM_result Baseline and DAMIC LSTM results with or without utterance collapsing -1 cm -1cmtabularlllllllllllllll2l2 * & 1c2*F1 & 12cF1 per DA 4 - 15 2l & 1c & CQ & FD & FQ & GG & IR & JK & NF & O & OQ & PA & PF & RQ 2*Baseline & -collapsed & 51.85 & 16.54 & 49.93 & 28.50 & 49.06 & 32.56 & 7.14 & 22.55 & 1.81 & 85.35 & 72.76 & 35.12 & 19.41 2 - 15 & + collapsed & 52.48 & 19.04 & 47.81 & 23.73 & 51.54 & 27.60 & 6.64 & 25.52 & 1.13 & 86.88 & 73.86 & 34.68 & 17.56 2*DAMIC & -collapsed & 64.39 & 23.83 & 55.79 & 27.87 & 75.88 & 34.50 & 8.06 & 32.31 & 3.10 & 93.60 & 85.40 & 50.07 & 34.42 2 - 15 & collapsed & 65.00 & 21.22 & 52.13 & 27.76 & 77.91 & 34.86 & 8.93 & 32.54 & 2.09 & 93.59 & 85.73 & 52.99 & 32.14 tabulartable *
BM,black males,TR-44154,"[ cloud , below of = gc , node distance = 2 cm ] ( m ) Race Classification ; [ cloud , below of = init , node distance = 2 cm ] ( f ) Race Classification ; [ block3 , below left of = m , node distance = 1.5 cm ] ( of ) BM Age Estimator ; [ block3 , below right of = m , node distance = 1.5 cm ] ( hf ) WM Age Estimator ; [ block3 , below left of = f , node distance = 1.5 cm ] ( om ) BF Age Estimator ; [ block3 , below right of = f , node distance = 1.5 cm ] ( hm ) WF Age Estimator ; [ - > ] ( init ) - ( pp ) ; [ - > ] ( pp ) - ( gc ) ; [ - > ] ( gc ) - node Male ( m ) ; [ - > ] ( gc.south ) - + + ( 0,-.3 cm ) - ( f ) node[near end , above left , yshift=-4pt ] Female ; [ - > ] ( m ) - ( of ) ; [ - > ] ( m ) - ( hf ) ; [ - > ] ( f ) - ( om ) ; [ - > ] ( f ) - ( hm ) ; tikzpicture adjustboxOverview of race - composite age prediction framework ."
MI,motor imagery,TR-44185,"& Task&Segment & Feature Extraction&Classifier&Performance 4*Biased & 2*Abdullah2010 & 2 * 10 & 2 * 5 & 2*[2]weeks & 2 * 4 & EC & 2*[5]s & 2*AR & 2*ANN&CRR = [ 97.0 ] & & & & & & EO & & & & CRR = [ 96.0]2 - 11 & Riera2008&51&4 & 34 [ 74]days & 2 & EC & [ 4]s & AR , PSD , MuI , COH , CC & FDA & EER = [ 3.4 ] 2 - 11 & Su2010&40&2 & - & 1 & EC & [ 180]s & AR , PSD & KNN , LDA & CRR = [ 97.5 ] 8*Rigorous&Marcel2007&9&3&[3]days & 8 & MI & [ 1]s & PSD & MAP model & HTER = [ 19.3 ] 2 - 11 & Lee2013&4&2 & [ 10]days - [ 5]months & 1 & EC & [ 50]s & PSD & LDA & AC = [ 100 ] 2 - 11 & 2*Rocca2013 & 2 * 9 & 2 * 2 & 2 * 1 - [ 3]weeks & 3 & 2*EC & 2*[1]s & 2*AR & 2*Linear classier & CRR = [ 100 ] & & & & & 5 & & & & & CRR = [ 100 ] 2 - 11 & 2*Armstrong2015 & 15 & 2 & 5 - [ 40]days & 2 * 1 & 2*ERP & 2*[1.1]s & 2*Time - series & 2*CC & CRR = [ 89.0 ] & & 9 & 3 & 134 - [ 188]days & & & & & & CRR = [ 93.0 ] 2 - 11 & 2*Maiorana2016a & 2 * 50 & 2 * 3 & 2*Ave . ["
OP,outage probability,TR-44213,"OP : Using the expressions given by Eq : OP_FSDF_Difm and Eq : OP_FSDF_Equalm over INID and IID Nakagami- fading channels , respectively , with integer fading parameters , the end - to - end OP of pure RS is easily obtained asFor rate - selective RS , a closed - form expression for over INID Nakagami- fading with arbitrary 's can be easily obtained by substituting Eq : Gamma_CDF and Eq : CDF_gbest_SD_Distinct_C to , yieldingASEP : Following the MGF - based approach and using the expressions for pure RS given by Eq : MGF_end_Final and Eq : MGF_end_Final_Equalm over INID and IID Nakagami- fading channels , respectively , with integer fading parameters , the ASEP of several modulation formats for pure RS can be easily calculated ."
